job_name,company_name,location,exp_level,exp_years,skills
Tour Operator,Egygatetravel Company,Nasr City,Full Time,Entry Level,1 - 2 Yrs of Exp
"Portfolio Manager - Systematic Equities, Assistant Vice President",State Street Global Advisors,Riyadh,Full Time,Experienced,Accounting/Finance
Instrumentation Technician,"Jotun Middle East, India and Africa (MEIA)",Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Assistant Director of Sales,Edge by Rotana,Riyadh,Full Time,Manager,Administration
Senior Account Manager,Yodawy Med,Giza,Full Time,Experienced,5+ Yrs of Exp
Odoo Developer,TDS,Sheikh Zayed,Full Time,Experienced,2 - 5 Yrs of Exp
Incubation Senior Specialist,ITIDA,6th of October,Full Time,Experienced,5 - 7 Yrs of Exp
HR Manager,MEDIC,Alsadat City,Full Time,Manager,5 - 7 Yrs of Exp
"Engineer, Static Equipment",SABIC,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Real Estate Sales Manager,Waf developments ,Smouha,Full Time,Manager,6+ Yrs of Exp
Senior site engineer,Waf developments ,Alexandria,Full Time,Manager,5 - 7 Yrs of Exp
Real estate sales,Waf developments ,Smouha,Full Time,Experienced,5+ Yrs of Exp
MEP Engineer Electrical,Waf developments ,Alexandria,Full Time,Experienced,5 - 7 Yrs of Exp
Procurement Engineer/ Specialist,Waf developments ,Alexandria,Full Time,Experienced,4+ Yrs of Exp
Facade Modeling Engineer,Smart Window,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
fundraising and Business Development Specialist,Dar Alorman  association,Mohandessin,Full Time,Experienced,5 - 7 Yrs of Exp
Senior Human Resources Specialist (Social Insurance),TRAVCO GROUP,Sheikh Zayed,Full Time,Experienced,4 - 7 Yrs of Exp
MEP Technical Office Manager,MBG,Heliopolis,Full Time,Manager,15 - 20 Yrs of Exp
Quality Assurance Lead,Confidential,Nasr City,Full Time,Manager,6 - 8 Yrs of Exp
"Engineer, Material",SABIC,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Project manager,HUED | هيود,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Customer Support Representative,gosupps,Rehab City,Full Time,Experienced,1 - 3 Yrs of Exp
"Engineer, EHS",SABIC,Riyadh,Full Time,Experienced,Quality
Treasury Accountant Section Head,GMC,Maadi,Full Time,Experienced,7 - 10 Yrs of Exp
Warehouse Keeper - Responsible for deliveries and stores -,Refaat Construction / Baxter ,Heliopolis,Full Time,Experienced,3 - 5 Yrs of Exp
Assistant Coordinator,Yakan,New Cairo,Full Time,Experienced,2 - 7 Yrs of Exp
Full Stack Developer,TDS,Giza,Full Time,Experienced,2 - 5 Yrs of Exp
Sales Supervisor,B.TECH,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Infrastructure Manager,Confidential,Cairo,Full Time,Manager,8 - 10 Yrs of Exp
Senior Database Administrator,Fawry for Banking Technology and Electronic Payments S.A.E,Smart Village,Full Time,Experienced,3 - 5 Yrs of Exp
Operations Officer- Alexandria,Confidential,Smouha,Full Time,Entry Level,1+ Yrs of Exp
Odoo Functional Consultant,TDS,Sheikh Zayed,Full Time,Experienced,2 - 5 Yrs of Exp
Senior Graphic Designer,Future University in Egypt,New Cairo,Full Time,Experienced,5 - 7 Yrs of Exp
Digital Marketing Specialist,iproperties,New Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior Mud Logger,Excellence Logging,Riyadh,Full Time,Entry Level,IT/Software Development
UAT Tester,DAME Recruitment,Makkah,Full Time,Entry Level,IT/Software Development
Lecturer in Computer Science,(MSA) October University,6th of October,Full Time,Experienced,5+ Yrs of Exp
Sales Lead,B.TECH,Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
English Speakers Vacancy - Vodafone Ireland - Graduates only,_VOIS Egypt,6th of October,Full Time,Entry Level,0 - 2 Yrs of Exp
Human Resources Operations Specialist,Parisima Talent,Riyadh,Full Time,Entry Level,Administration
Purchasing Specialist,etisal for advanced industries ,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp
Sales Manager,Wadi Degla Trading ,Maadi,Full Time,Manager,4 - 9 Yrs of Exp
HVAC Engineer,Wadi Degla Trading ,Cairo,Full Time,Manager,3 - 6 Yrs of Exp
GM Assistant,etisal for advanced industries ,6th of October,Full Time,Experienced,2 - 4 Yrs of Exp
English Speakers Vacancy - Vodafone UK - WFH opportunity - Egypt,_VOIS Egypt,6th of October,Full Time,Entry Level,0 - 2 Yrs of Exp
Chief Operating Officer (COO),Sadaarah,Nasr City,Full Time,Manager,3 - 5 Yrs of Exp
Furniture Technical Office Engineer,Joy & Learn Egypt,Belbes,Full Time,Senior Management,3 - 7 Yrs of Exp
Native English Teacher,Joy & Learn Egypt,Tanta,Full Time,Entry Level,1 - 5 Yrs of Exp
Sales Account Manager,Confidential,New Cairo,Full Time,Experienced,5 - 8 Yrs of Exp
Graphic Designer,Astrex Group,Cairo,Full Time,Experienced,2 - 3 Yrs of Exp
Project coordinator,Element8,Riyadh,Full Time,Entry Level,Administration
Sales,Brilliant Engineering,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Technical Sales Engineer - Alexandria/ Cairo,Sagueny Group,Alibrahimiyyah,Full Time,Experienced,3+ Yrs of Exp
Construction Engineer,Barns,Makkah,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
"Administrative Coordinator - Dubai, UAE",Move One,Dubai,Full Time,Not specified,Administration
Digital Marketing Coordinator,El Reefy Trading ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Waiter / Waitress,Al Jaddaf Rotana,Dubai,Full Time,Not specified,Customer Service/Support
Assistant Director of Sales,Nova M Hotel,Riyadh,Full Time,Not specified,Administration
Senior Property Consultant,Home plan ,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Real Estate Sales,Home plan ,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp
Property Advisor,The Address Investments for Real Estate Consultancy,New Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Marketing Executive,Safoury Development  ,Shorouk City,Full Time,Experienced,3 - 6 Yrs of Exp
Coordinator,JoviTronix ,Sheikh Zayed,Full Time,Experienced,2 - 4 Yrs of Exp
Copywriter,Confidential,Abu Dhabi,Full Time,Experienced,3 - 4 Yrs of Exp
Senior Systems Engineer,FinBi Finance & Banking Consultants International,Dokki,Full Time,Experienced,5 - 7 Yrs of Exp
Sales Manager,Confidential,New Cairo,Full Time,Manager,15 - 20 Yrs of Exp
Customer experience Coordinator,Hamza Group,Dokki,Full Time,Experienced,2 - 3 Yrs of Exp
Business Analyst,Dimofinf Operations Center,Nasr City,Full Time,Experienced,2 - 4 Yrs of Exp
Wearhouse Supervisor / Assistant Store Manager,El Reefy Trading ,Cairo,Full Time,Experienced,8 - 15 Yrs of Exp
Brand Manager,Scib Paints,6th of October,Full Time,Experienced,5 - 8 Yrs of Exp
Technical Office Engineer,LA VISTA Developments ,Heliopolis,Full Time,Experienced,5+ Yrs of Exp
Sales Representative,nilco,Cairo,Full Time,Entry Level,0 - 4 Yrs of Exp
Customer Service Manager (Customer Service & Call Center),Ali Bin Ali,Doha,Full Time,Manager,Administration
Senior Graphic Designer,Kirovest pharmaceuticals,Obour City,Full Time,Experienced,4 - 6 Yrs of Exp
Business Analyst,Mantrac,10th of Ramadan City,Full Time,Experienced,1 - 3 Yrs of Exp
Administration Manager - Construction,Refaat Construction / Baxter ,Nasr City,Full Time,Manager,15+ Yrs of Exp
Research And Development Engineer,Arab Mechanical Engineers ,Nasr City,Full Time,Entry Level,2 - 3 Yrs of Exp
"Sustainability, Carbon Footprint Section Head",Energya Cables,Heliopolis,Full Time,Experienced,7 - 10 Yrs of Exp
English Instructors Recruiter,Confidential,Dokki,Full Time,Experienced,2+ Yrs of Exp
Cybersecurity presales specialist,Prosoft Information Systems,Smart Village,Full Time,Experienced,1 - 3 Yrs of Exp
Project Manager, Devash control system,Alsadat City,Full Time,Experienced,5 - 8 Yrs of Exp
Production Furniture Engineer,IMUT International Marathon United Technology,Obour City,Full Time,Experienced,3 - 5 Yrs of Exp
Warehouse Manager,Confidential,6th of October,Full Time,Manager,7 - 10 Yrs of Exp
Female Receptionist,Dao Derma Skin Clinic,New Cairo,Full Time,Experienced,1 - 3 Yrs of Exp
Senior Civil Engineer (Aswan),Elaraby Group,Aswan,Full Time,Experienced,7 - 10 Yrs of Exp
Call Center Agent,Duravit AG,Heliopolis,Full Time,Entry Level,1 - 2 Yrs of Exp
Hostess,Confidential,Nasr City,Full Time,Experienced,1 - 4 Yrs of Exp
Lawyer,Maalem-Group,New Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
Personal Assistant,MORE LUXURY COLLECTION,Dubai,Full Time,Experienced,1+ Yrs of Exp
Costing Manager - Pastry Industry,Exception Patisserie,6th of October,Full Time,Manager,7+ Yrs of Exp
Senior Coating Engineer,Sierra Engineering & Manufacturing,Obour City,Full Time,Experienced,3 - 5 Yrs of Exp
Digital Marketing specialist,Al-Hekma For Developments and Construction,6th of October,Full Time,Experienced,2 - 5 Yrs of Exp
Mechanical BIM Engineer,BIM Works LLC,Nasr City,Full Time,Entry Level,1 - 4 Yrs of Exp
Partner - Public Sector (Arabic Speaking) - Strategy Consulting,Tandem Search,Riyadh,Full Time,Senior Management,Business Development
Learning and Development Consultant and Coach,Gallup,Riyadh,Full Time,Entry Level,IT/Software Development
Programming Engineer (CNC Wood Production Line),IMUT International Marathon United Technology,Obour City,Full Time,Experienced,1 - 3 Yrs of Exp
Senior Project Manager,Masria Digital Payment (MDP),New Cairo,Full Time,Experienced,5 - 9 Yrs of Exp
IT Coordinator ( Females Only ),Arma-HSA,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
General Accountant,ICONIC FMCG ,New Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Sales Engineer,Optima for engineering designs  and real estate,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
HVAC Design Engineer,ECE,Sheraton,Full Time,Experienced,5 - 7 Yrs of Exp
Office Manager,Outservingplus,Katameya,Full Time,Experienced,3 - 6 Yrs of Exp
Nutritionist / Head of Spa and Health Club,Remal Group L.L.C.,Wadi Alnatrun,Full Time,Manager,3 - 5 Yrs of Exp
Food And Beverage Supervisor,Remal Group L.L.C.,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Project Manager,Misr Elkheir Foundation,Mokattam,Full Time,Manager,10 - 15 Yrs of Exp
Sales Account Manager- Water treatment,Samoral,Mohandessin,Full Time,Manager,8 - 10 Yrs of Exp
Software Sales Executive,Smart Up Software Solution,Nasr City,Full Time,Experienced,2 - 5 Yrs of Exp
Freight Operations coordinator,ILS Egypt,Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Procurement Officer,Fine Hygienic Holding,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Female Call Center Agent,Dao Derma Skin Clinic,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Oracle APEX senior developer,Ejada ,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Motors Winder,Alfanar Projects,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Property Consultant - Relocate to Dubai (English Speaking),Maple & Rose Real Estate,Dubai,Full Time,Experienced,Business Development
Chief Investment Officer (CIO) - Co-founder,Moonward Capital,Dubai,Full Time,Senior Management,Accounting/Finance
Senior Website Developer,MyClicx LLC,Maadi,Full Time,Experienced,3+ Yrs of Exp
Consultant Plastic Surgery J279829,Prospect Health,Riyadh,Full Time,Experienced,Medical/Healthcare
English Recruitment Specialist,Intelcia ,Bourj Alarab,Full Time,Entry Level,1 - 2 Yrs of Exp
Customer Service Representative,Intelcia ,Bourj Alarab,Full Time,Entry Level,0 - 2 Yrs of Exp
Real Time Analyst,Intelcia ,Bourj Alarab,Full Time,Experienced,1 - 2 Yrs of Exp
Interior Designer,IMUT International Marathon United Technology,Obour City,Full Time,Experienced,1 - 3 Yrs of Exp
Assistant Boutique Manager - Makkah,Nestlé Nespresso SA,Riyadh,Full Time,Experienced,Administration
Management Trainee Program,Abdul Latif Jameel,Riyadh,Full Time,Entry Level,IT/Software Development
Social Media Strategist,Egyptian Packaging and Plastic Systems Corp,Manial,Full Time,Entry Level,1 - 4 Yrs of Exp
Digital Marketing Lead,Egyptian Packaging and Plastic Systems Corp,Manial,Full Time,Manager,4 - 7 Yrs of Exp
Accountant,International Consultante Engineers (ICE),New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Accountant,Confidential,Cairo,Full Time,Experienced,2 - 3 Yrs of Exp
Social Media Specialist,Brand Ads Agency,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp
Graphic Designer,Amr Helmy Designs,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp
Medical Sales Representative,Confidential,Mokattam,Full Time,Entry Level,1 - 6 Yrs of Exp
QA/QC Engineer,Caliberly,Dubai,Full Time,Entry Level,IT/Software Development
Executive Secretary (Italian speaker),AgrinaTech,Nasr City,Full Time,Experienced,3 - 5 Yrs of Exp
Mechanical Maintenance Manager - packhouses & Juice Factory,Confidential,Alsadat City,Full Time,Manager,8 - 15 Yrs of Exp
Administrative Associate,BURGEON INTERNATIONAL FZE,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
Reporting Engineer,NMDC,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
DevOps Engineer,Praxis,Dubai,Full Time,Experienced,Installation/Maintenance/Repair
Merchant Campaigns Executive - Marketing,Premium Card,Dokki,Full Time,Experienced,1+ Yrs of Exp
Digital Marketing Executive,Al-Freeh,Maadi,Full Time,Experienced,2 - 3 Yrs of Exp
Project Manager,Caliberly,Dubai,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Proposal and Capture Manager,Maximus KSA | ماكسيموس السعودية,Riyadh,Full Time,Manager,IT/Software Development
SOC Analyst,Confidential,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
"Chemistry Teacher, ASTUTE EDUCATION LIMITED",Guardian Jobs,Doha,Full Time,Entry Level,Administration
Logistics Coordinator,Raqtan,Riyadh,Full Time,Entry Level,Administration
"Director, Business Development Middle East, and North Africa",HENSOLDT UK,Dubai,Full Time,Entry Level,Business Development
Maintenance Engineer,Tetra Pak,Cairo,Full Time,Entry Level,Installation/Maintenance/Repair
Fitness Professional - J-Club - Jumeirah Beach Hotel,Jumeirah,Dubai,Full Time,Not specified,Customer Service/Support
Corporate M&A Lawyer (2-8PQE) - Dubai Relocation,IDEX Consulting Ltd,Dubai,Full Time,Experienced,Accounting/Finance
Compliance Analyst,Beehive Fintech,Dubai,Full Time,Entry Level,Accounting/Finance
Draftsman,Caliberly,Dubai,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Field Coordinators/ Giza,Misr Elkheir Foundation,Giza,Full Time,Experienced,3 - 5 Yrs of Exp
Site Supervisor,Caliberly,Dubai,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Pre- K English Teacher,Egyptian British International School,Shorouk City,Full Time,Experienced,2+ Yrs of Exp
English Teacher (October Branch),Egyptian British International School,6th of October,Full Time,Experienced,2+ Yrs of Exp
Cyber Security Specialist,ICM People do Brasil,Riyadh,Full Time,Entry Level,IT/Software Development
Senior Specialist – Institutional Performance,Sharjah Maritime Academy,Dubai,Full Time,Experienced,Human Resources
Senior Accountant (Dubai),Nabors Industries,Dubai,Full Time,Senior Management,Accounting/Finance
Skills Trainer,Maximus KSA | ماكسيموس السعودية,Riyadh,Full Time,Entry Level,Human Resources
Senior Maintenance Engineer - Instrumentation & Controls,Air Products,Riyadh,Full Time,Experienced,IT/Software Development
Talent Coordinator,Future Group Translation Services,Cairo,Freelance / Project,Entry Level,Human Resources
Boxing Coach - Kuwait,MEFITPRO,Kuwait City,Full Time,Experienced,Operations/Management
"Secondary Science Teacher, ASTUTE EDUCATION LIMITED",Guardian Jobs,Kuwait City,Full Time,Entry Level,Administration
Quality Control Testing Specialist,Grifols Egypt for Plasma Derivatives (GEPD),Cairo,Full Time,Entry Level,R&D/Science
Treasury Manager,Dabur Egypt Ltd,Cairo,Full Time,Manager,Accounting/Finance
Construction Lawyer (2-8PQE) - Dubai Relocation,IDEX Consulting Ltd,Dubai,Full Time,Experienced,Accounting/Finance
Billing Specialist - METAPEE,TikTok,Dubai,Full Time,Not specified,Accounting/Finance
Security Assistant,Tecnimont,Dubai,Freelance / Project,Not specified,Administration
"Educational Center Academic Researcher (medicine, Pharmaceutical, nursing)",الناجح للخدمات والاستشارات التعليمية والطلابية,Mokattam,Full Time,Manager,2+ Yrs of Exp
Ecommerce Coordinator,Emarat,Dubai,Full Time,Entry Level,Customer Service/Support
Manager Accounting,BASF,Riyadh,Full Time,Not specified,Accounting/Finance
Salesperson,OQOOD.AE,Dubai,Full Time,Entry Level,Business Development
Accountant,New UAE Careers,Dubai,Full Time,Experienced,Accounting/Finance
Remote Data Entry Customer Service Representatives,MJB e-Services LLC,Dubai,Full Time,Not specified,Customer Service/Support
Remote Work-From-Home Data Entry Role,Acme Files,Dubai,Part Time,Not specified,IT/Software Development
Remote Work Opportunities Data Entry Role,Acme Files,Riyadh,Full Time,Not specified,IT/Software Development
Work From Home Customer Service Representatives,MJB e-Services LLC,Riyadh,Full Time,Not specified,Customer Service/Support
Field Marketing Specialist,Areeb,Riyadh,Full Time,Not specified,Marketing/PR/Advertising
Legal Advisor,National Water Company,Riyadh,Full Time,Not specified,Administration
Human Resources Manager,Areeb,Riyadh,Full Time,Not specified,Administration
Proactive Monitoring Specialist Lead,Müller`s Solutions,Riyadh,Full Time,Not specified,Marketing/PR/Advertising
Expert specialist dev & ops of Monitoring and Control Systems,Müller`s Solutions,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair
Oracle Database Specialist,Müller`s Solutions,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair
Cisco collaboration Engineer,Müller`s Solutions,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair
Oracle Administration,Müller`s Solutions,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair
